name,lat,lng,type,state,district
chowpati,21.1850907,72.8064001,park,,
Park,8.5483754,76.9042482,park,,
Park,22.9831433,72.6280301,park,,
H-4 DRONACHARYA BHAVAN,29.9476429,76.8203295,park,,
Small park,17.4694609,78.3595363,park,,
Aparna Kranti Orchid,17.471981,78.3568794,park,,
Entrance Point to Park,19.0038765,73.0153629,park,,
Chirantani math,22.5058254,88.3365103,park,,
Park,22.5936441,88.4015713,park,,
Ashwatha Katte,12.7617464,76.3811593,park,,
Railway Park,28.6381513,77.2999565,park,,
Park,22.5937391,88.4014808,park,,
Kids Park,22.5919082,88.4031339,park,,
Company Bag Baruasagar,25.3814272,78.7387017,park,,
dravid nagar colony park,22.7028278,75.8376881,park,,
Kargil park,25.4590954,78.5492354,park,,
Nehru park,25.4476096,78.5887584,park,,
Pump house ground,21.2103902,81.39881,park,,
Nehru Udhyaan,21.2101483,81.4018188,park,,
Club Park,25.9946676,79.4574167,park,,
Park,12.9446893,77.6236964,park,,
Garden of Annuals,30.7133979,76.7548696,park,,
RBI park,30.7132226,76.7549125,park,,
Park,12.9811584,80.1806607,park,,
Jyotindra Dave Garden,21.2021655,72.7913354,park,,
Sarthana Nature Park & Zoo,21.2320424,72.8981461,park,,
Jaipur Zoo,26.9126972,75.8209769,park,,
Park,19.1377137,73.2524831,park,,
Nehru Vatika,26.228688,81.2624446,park,,
Guru Ram Rai Garden,30.3184819,78.0324932,park,,
Park,31.2316704,75.7634881,park,,
Park,31.2304916,75.7619887,park,,
Park,31.2315695,75.7623133,park,,
Park,31.2333653,75.7662561,park,,
Park,31.2302439,75.7655292,park,,
Park,31.233785,75.767329,park,,
Tilak Market Park,26.8914085,75.8240665,park,,
Park,25.4549821,78.5542663,park,,
Park,9.1184539,76.4771156,park,,
Park,9.117061,76.4796836,park,,
NTR park,16.8147848,81.2653398,park,,
Kishangarh,26.5885585,74.861097,park,,
Sur Sarovar Bird Sanctuary,27.2440676,77.8304816,park,,
Wildlife SOS Elephant & Bear Sanctuary,27.2363688,77.8829696,park,,
Naveen Nagar Park,23.2609529,77.4227228,park,,
Uttarpalli Playground,22.6094118,88.38332,park,,
Chowrasta,27.0446884,88.267737,park,,
Ekta Garden,20.9499347,77.7668357,park,,
Rathi Nagar Garden,20.9515412,77.764707,park,,
Bloming Buds Garden,20.9409671,77.7590841,park,,
Veershaiv Udyan,20.9226131,77.7416464,park,,
Sai Ratna Lawns,20.8970371,77.742851,park,,
Saibaba Play Park,20.8974694,77.7424318,park,,
Public Garden,16.2010234,77.344213,park,,
ISRO Layout Children's Park,12.8973448,77.557338,park,,
sericulture department,26.1219579,91.8130554,park,,
Devaan Shartughan singh park,25.5885521,79.5600591,park,,
Minicipal Park,10.9182417,79.8354697,park,,
Park,25.4554022,78.5351004,park,,
Kids Rail Track,28.7366206,76.8895148,park,,
Sewagram colony Garden,20.7379478,78.6179219,park,,
NIT park Narendra nagar,21.1066763,79.0783769,park,,
Treasury Colony Park,16.9777097,82.2217708,park,,
"Devidar Van Manoranjan Kendra,Ecological Park",30.3729825,78.4270251,park,,
Speelveld,26.5432791,87.057196,park,,
Missamma Thota,16.5375075,81.53294,park,,
Park,26.3965271,88.0522817,park,,
Park,25.4579092,78.5490823,park,,
Confiodent Antlia Enclave Club House,12.8493579,77.7806368,park,,
Park,28.5802175,77.2568324,park,,
Park,28.5807828,77.2562691,park,,
Park,28.5814046,77.2558668,park,,
Park,28.5812351,77.2571381,park,,
Park,28.5815931,77.2567143,park,,
Park,28.582017,77.2554537,park,,
Park,28.5813528,77.2581842,park,,
Park,28.5807169,77.2585812,park,,
Park,28.5811126,77.2595199,park,,
Park,28.5804766,77.2600296,park,,
Park,28.5807546,77.2574627,park,,
Park,28.5803212,77.2579187,park,,
Park,28.5802837,77.25953,park,,
Park,28.5800809,77.2589647,park,,
Park,28.5804715,77.2552961,park,,
Park,28.5805116,77.2649413,park,,
Park,25.0602667,73.8761619,park,,
Park,25.0602069,73.8761394,park,,
Park,25.0670859,73.9009987,park,,
Park,25.067121,73.9009877,park,,
Park,25.0671528,73.9009753,park,,
Park,25.0671948,73.9009629,park,,
Park,25.067235,73.9009526,park,,
Park,25.0672724,73.9009423,park,,
Park,25.0673136,73.9009257,park,,
Park,25.0673797,73.9012174,park,,
Park,25.0673386,73.9012339,park,,
Park,25.0673012,73.9012443,park,,
Park,25.067261,73.9012546,park,,
Park,25.0672189,73.901267,park,,
Park,25.0671872,73.9012793,park,,
Park,25.067152,73.9012904,park,,
Park,25.0671077,73.901301,park,,
Park,25.0670666,73.9013175,park,,
Park,25.0670292,73.9013279,park,,
Park,25.066989,73.9013382,park,,
Park,25.0669469,73.9013506,park,,
Park,25.0669151,73.9013629,park,,
Park,25.06688,73.901374,park,,
Park,25.0675826,73.9008428,park,,
Park,25.0675414,73.9008593,park,,
Park,25.067504,73.9008697,park,,
Park,25.0674639,73.90088,park,,
Park,25.0674218,73.9008924,park,,
Park,25.06739,73.9009047,park,,
Park,25.0673549,73.9009158,park,,
Park,25.067848,73.9007572,park,,
Park,25.0678069,73.9007737,park,,
Park,25.0677695,73.900784,park,,
Park,25.0677293,73.9007943,park,,
Park,25.0676873,73.9008067,park,,
Park,25.0676555,73.9008191,park,,
Park,25.0676204,73.9008301,park,,
Park,25.068107,73.9006715,park,,
Park,25.0680659,73.900688,park,,
Park,25.0680285,73.9006983,park,,
Park,25.0679883,73.9007087,park,,
Park,25.0679462,73.900721,park,,
Park,25.0679144,73.9007334,park,,
Park,25.0678793,73.9007445,park,,
Park,25.06703,73.9010145,park,,
Park,25.0669888,73.901031,park,,
Park,25.0669514,73.9010413,park,,
Park,25.0669112,73.9010517,park,,
Park,25.0668692,73.901064,park,,
Park,25.0668374,73.9010764,park,,
Park,25.0668023,73.9010875,park,,
Park,25.0649542,73.9027223,park,,
Park,25.06621,73.9012628,park,,
Park,25.0661548,73.9012684,park,,
Park,25.0660821,73.9012767,park,,
Park,25.0660319,73.9012878,park,,
Park,25.0659592,73.9012988,park,,
Park,25.0656061,73.9013722,park,,
Park,25.0656789,73.9013611,park,,
Park,25.0657291,73.9013501,park,,
Park,25.0658018,73.9013418,park,,
Park,25.065857,73.9013362,park,,
Park,25.0659184,73.9013168,park,,
Park,25.0652525,73.9014221,park,,
Park,25.0653252,73.901411,park,,
Park,25.0653754,73.9013999,park,,
Park,25.0654481,73.9013916,park,,
Park,25.0655033,73.9013861,park,,
Park,25.0655648,73.9013667,park,,
Park,25.0653152,73.9016284,park,,
Park,25.0653879,73.9016173,park,,
Park,25.0654381,73.9016062,park,,
Park,25.0655108,73.9015979,park,,
Park,25.065566,73.9015924,park,,
Park,25.0656275,73.901573,park,,
Park,25.0656939,73.9015425,park,,
Park,25.0657667,73.9015314,park,,
Park,25.0658168,73.9015204,park,,
Park,25.0658896,73.9015121,park,,
Park,25.0659448,73.9015065,park,,
Park,25.0660062,73.9014871,park,,
Park,25.064895,73.9014885,park,,
