name,lat,lng,type,state,district
Bank of India,12.9899522,77.5378467,bank,,
Axis Bank,12.9958306,77.5401339,bank,,
Punjap National Bank,26.488514,74.5493477,bank,,
Axis Bank,17.4287605,78.4882351,bank,,
Bank of Maharashtra,17.4422252,78.4876551,bank,,
IndusInd Bank,11.0122698,76.9853369,bank,,
ICICI Bank,17.4580749,78.3715267,bank,,
State Bank of India,17.4626876,78.4626885,bank,,
Union Bank of India,17.4623392,78.4907843,bank,,
Axis Bank,19.8142651,85.8327587,bank,,
Indian Bank,19.8086613,85.8226432,bank,,
Canara Bank,13.0494273,80.2433788,bank,,
Indian Bank,12.9699327,79.1542866,bank,,
State Bank of India,12.9852309,77.6636329,bank,,
ICICI Bank,12.994176,77.6638974,bank,,
State Bank Of India,15.6993744,75.7371228,bank,,
Canara Bank,12.9443687,77.573044,bank,,
State Bank of India,9.6865365,76.7779066,bank,,
Axis Bank,12.9840811,77.7293242,bank,,
Axis Bank,12.9809052,77.5754392,bank,,
State Bank of India,8.1568384,77.4666758,bank,,
Bank,12.9685151,77.5371276,bank,,
HDFC Bank,12.9593703,77.7163361,bank,,
Punjab National Bank,11.2476446,75.7988069,bank,,
MES Campus Branch,10.8294671,76.023459,bank,,
South Indian Bank,9.7130756,76.6891381,bank,,
State Bank of India,12.8452765,77.6649125,bank,,
State Bank of India,12.3139028,76.6563078,bank,,
The Saraswat Bank,19.1668344,72.8511801,bank,,
State Bank of India,19.1636394,72.8527984,bank,,
IDBI Bank,19.1640284,72.8527627,bank,,
Western Union,10.5199878,76.2120651,bank,,
Bank of Baroda,19.1644308,72.8532876,bank,,
Punjab National Bank,12.4202989,75.740243,bank,,
State Bank of India,12.4240482,75.7356913,bank,,
IDBI Bank,12.4245184,75.7351168,bank,,
Karnataka Bank,12.4232254,75.7356311,bank,,
HDFC Bank,12.4247215,75.7342742,bank,,
ICICI Bank,12.4243368,75.7360633,bank,,
State Bank of India,12.424091,75.7360798,bank,,
Vijaya Bank,12.4235206,75.7386048,bank,,
DCC Bank,12.4244824,75.7377704,bank,,
Canara Bank,12.4205815,75.7404468,bank,,
ING Vysya Bank,12.4232601,75.7387416,bank,,
Town Cooperative Bank,12.4253573,75.7378662,bank,,
State Bank of India,12.0338897,92.9931833,bank,,
Axis Bank,19.1632134,72.8512763,bank,,
HDFC Bank,12.9300352,77.6841894,bank,,
Kotak Mahindra Bank,19.2490363,72.9791575,bank,,
Axis Bank,19.255263,72.9806729,bank,,
Bank of Baroda,18.5407412,73.8364777,bank,,
State Bank of India,30.3272914,78.0661299,bank,,
