name,lat,lng,type,state,district
Anganwadi,12.279698,76.388794,preschool,,
Anganwadi,12.283649,76.392637,preschool,,
Anganwadi,12.285499,76.423587,preschool,,
Anganwadi,12.308672,76.448039,preschool,,
Anganwadi,12.314334,76.451361,preschool,,
Anganwadi,12.319354,76.442603,preschool,,
Anganwadi,12.321175,76.460344,preschool,,
Anganwadi,12.341529,76.439956,preschool,,
Vivero International Preschool,12.9680875,77.7487636,preschool,,
Anganwadi,12.380995,76.442168,preschool,,
Anganwadi,12.38132,76.443935,preschool,,
Anganwadi,12.394023,76.445424,preschool,,
Anganwadi,12.40195,76.444254,preschool,,
Anganwadi,12.403257,76.45068,preschool,,
Anganwadi,12.3606561,76.4606863,preschool,,
Anganwadi,12.3612354,76.4702451,preschool,,
Preschool,11.7965206,76.0066062,preschool,,
Preschool,11.8001228,76.0056406,preschool,,
Anganwadi,16.5950805,77.0563972,preschool,,
Anganwadi,16.600186,77.035909,preschool,,
Anganwadi,16.630103,77.06018,preschool,,
Anganwadi,16.6408721,77.0901151,preschool,,
Anganwadi,16.642823,77.08258,preschool,,
Anganwadi,16.645966,77.081835,preschool,,
Anganwadi,16.6609327,77.0758936,preschool,,
Anganwadi,16.6779136,77.0645818,preschool,,
Anganwadi (138),16.578401,76.849093,preschool,,
Anganwadi (189),16.5885246,76.8164165,preschool,,
Anganwadi,16.5753814,76.8362794,preschool,,
Anganwadi,16.583526,76.815894,preschool,,
Anganwadi,16.5893505,76.8141173,preschool,,
Anganwadi,16.6017721,76.8827563,preschool,,
Anganwadi,16.602802,76.8825729,preschool,,
Anganwadi,16.6029287,76.8809293,preschool,,
Anganwadi,16.6302788,76.8490985,preschool,,
Anganwadi,16.630251,76.853259,preschool,,
Anganwadi,16.6307989,76.8529987,preschool,,
Anganwadi,16.6499684,76.8513936,preschool,,
Anganwadi(86),16.66138,76.8564488,preschool,,
Anganwadi(87),16.66195,76.8581877,preschool,,
Old Anganwadi,16.5759352,76.8371679,preschool,,
Euro Kids,12.921123,77.5812781,preschool,,
Toddler's Garden,26.3245326,94.5152814,preschool,,
Babyland,26.3246553,94.5154986,preschool,,
Loharu Montessori Childrens' School,26.9039855,75.7821092,preschool,,
Rayen Kids,12.8914778,77.6197053,preschool,,
Saraswathi Vidyalaya,12.9830589,80.1889595,preschool,,
Mohd Colony Anganwadi,16.691934,76.847727,preschool,,
Anganwadi,16.5608971,76.8639039,preschool,,
Anganwadi,16.5615752,76.8681134,preschool,,
Anganawadi,16.5448744,76.8767419,preschool,,
Anganwadi,16.5459395,76.8794306,preschool,,
Anganwadi,16.5041803,76.9118269,preschool,,
Anganwadi,16.5002576,76.8884948,preschool,,
Anganwadi,16.5121458,76.9340837,preschool,,
Cildren Welfare Association,19.0620152,72.8457943,preschool,,
Podar Jumbo Kids,12.8857556,77.5823701,preschool,,
Bachpan,12.8841397,77.5827195,preschool,,
Touch Stone,12.891665,77.5785483,preschool,,
Holy Saint High School,12.965202,77.5380586,preschool,,
Anganawadi,16.5883738,77.0410464,preschool,,
Anganwadi,16.5687722,77.0589395,preschool,,
Anganwadi,16.6502389,77.0372376,preschool,,
Anganwadi,16.6496555,77.0369908,preschool,,
Poovathumchola Chalidom Anganwadi,11.5368788,75.8582325,preschool,,
Odikkuzhi Anganwadi,11.5410225,75.8536969,preschool,,
Roots Montessori,12.8885561,77.5790692,preschool,,
Little Elly,12.8887777,77.5791574,preschool,,
Preschool,11.5318404,75.8582748,preschool,,
Convent Play School,20.8299116,85.6176846,preschool,,
